Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Housing and Transportation,Electrical maintenance requests take too long to resolve.,16,0.8,3,1,F,Nigeria
International student experiences,There is no translation assistance available for important administrative documents.,17,3.65,2,1,F,Indonesia
Housing and Transportation,"2. ""I've had to commute from the suburbs to the university every day, and the public transportation system is just not reliable enough. I've been late to class several times because of delays and cancellations.""",26,0.03,3,1,F,South Africa
International student experiences,"1. ""I feel isolated and lonely sometimes because I can't connect with other students due to the language barrier. It's hard to join conversations and make friends when you don't speak the same language.""",24,3.24,1,1,F,France
Online learning,The university e-learning platform crashes every time I try to submit an assignment.,24,2.91,4,1,F,Nigeria
Internship Opportunities,The career center canceled a scheduled employer visit without informing students.,24,3.02,2,1,F,Malaysia
Food and Cantines,"11. ""I wish there were more food trucks on campus. The lines are always too long, and the trucks are only available on certain days.""",19,3.85,4,1,M,Indonesia
Student Activities,The university does not allow clubs to seek external sponsorship independently.,27,2.11,3,1,F,Turkey
Academic Support and Resources,"I often have conflicts with my other commitments, and it's been difficult to find time to focus on my schoolwork.",25,0.96,1,1,F,Egypt
Internship Opportunities,Career development is not embedded into any course curricula across the university.,22,2.79,4,1,F,Nigeria
International student experiences,Online university services for international students are inaccessible from some countries.,18,1.39,1,1,M,Egypt
Academic Support and Resources,"It feels unfair that students with access to alternative sections or materials can perform better in quizzes, while others without these resources struggle. Requesting a quick check.",24,0.38,1,1,F,Pakistan
Student Affairs,There is no student legal advice or aid service available anywhere on campus.,19,0.74,4,1,F,Pakistan
International student experiences,There is no free local language program for students who are not native speakers.,28,2.05,1,1,F,Egypt
International student experiences,There is no designated contact for international students during university holidays.,20,1.76,3,1,F,Indonesia
Health and Well-being Support,The health center does not communicate with academic staff about student medical needs.,19,1.27,2,1,F,Malaysia
International student experiences,Online university services for international students are inaccessible from some countries.,16,0.47,3,1,M,Egypt
Internship Opportunities,Students are never taught how to use professional networking platforms effectively.,27,3.28,1,1,M,Indonesia
Student Activities,Cultural clubs receive far less funding than sports clubs without any justification.,18,2.12,3,1,F,Bangladesh
Academic Support and Resources,The course syllabus was changed halfway through the semester without notice.,20,3.14,3,1,M,Nigeria
Internship Opportunities,The university needs to provide more support for students looking for internships. The current resources are limited and not very helpful.,23,0.03,5,1,F,Egypt
Student Activities,There is no annual student culture week to celebrate campus diversity.,22,2.32,5,1,F,Egypt
Housing and Transportation,Every floor should have separate male and female washrooms. Kindly verify and take action.,21,3.9,5,1,F,Bangladesh
Health and Well-being Support,I waited three weeks for a counseling appointment during a mental health crisis.,20,1.2,4,1,M,Saudi Arabia
Housing and Transportation,"6. ""The traffic around campus is always terrible, and it can take me up to an hour just to travel a few miles. It's frustrating and stressful.""",22,0.08,4,1,F,South Africa
Health and Well-being Support,"Mental health care should be a priority for universities, but it often feels like an afterthought. I wish there was more funding and resources dedicated to this important issue.",22,3.19,3,1,F,France
Student Activities,There is no inter-university collaboration or joint event program available.,28,3.42,5,1,M,Jordan
Housing and Transportation,Long-term students are given no priority over first-years in room allocation.,26,3.81,4,1,F,Indonesia
International student experiences,There is no translation assistance for important administrative university documents.,23,2.81,5,1,F,Egypt
Financial Support, I'm worried that I won't be able to graduate on time because I can't afford the classes I need.,16,0.82,3,1,F,Egypt
Student Activities,"15. ""I wish there were more opportunities to connect with alumni and professionals in my field. It would be great to network and get advice from people who have been through the same things I'm going through now.""",21,3.29,2,1,F,Indonesia
Athletics and sports, It's disappointing that there are limited opportunities for students who aren't interested in traditional sports. More alternative options would be appreciated.,18,0.2,1,1,M,Soudan
Food and Cantines,"28. ""The campus coffee shop should offer more non-coffee drink options. Not all students drink coffee.""",18,4.65,3,1,M,Indonesia
Internship Opportunities,The internship matching process is completely opaque with no clear selection criteria.,16,0.78,3,1,F,India
Housing and Transportation,Parking area lighting is very poor at night.,20,0.95,5,1,F,Bangladesh
Academic Support and Resources,Limited course availability is a huge problem for students. We need more options for classes to be able to meet our academic goals.,25,2.27,2,1,F,Egypt
Student Activities,There are no virtual event options for students who cannot attend events in person.,18,2.28,5,1,M,Saudi Arabia
Housing and Transportation,There is no shuttle service available late at night for students working on campus.,23,2.95,3,1,F,Turkey
Financial Support,My scholarship was cancelled without any written explanation or appeals process.,17,2.11,1,1,M,Nigeria
Financial Support,"Request for a few more staplers at the document submission desk. Students often forget to staple their challans to their registration forms, leading to lost papers. A few fixed staplers would prevent this.",25,2.81,5,1,M,Jordan
Housing and Transportation,The dormitory internet router is shared across too many rooms reducing speeds.,28,0.33,5,1,F,India
Online learning, Online students often struggle to stay motivated and engaged in their coursework without the support of in-person interactions.,25,2.23,5,1,F,Mexico
Health and Well-being Support,The university does not conduct any annual student wellbeing surveys.,16,1.66,3,1,F,Egypt
Financial Support,Students supporting dependents while studying get no additional financial help.,21,2.88,1,1,F,Pakistan
Student Activities,Travel reimbursements for club trips require all receipts submitted within 24 hours.,19,0.47,2,1,M,Jordan
Housing and Transportation,The clock in the main hallway is stuck. It’s been showing 10:15 for two days. It’s a small thing but it’s the only clock we have to check if we are on time for our lectures. Please replace the battery or the unit.,26,2.3,4,1,F,Malaysia
Online learning,The online attendance tracking system records incorrect absences for students.,17,2.77,1,1,M,Egypt
Internship Opportunities,There are no mock interview sessions offered to help students prepare for jobs.,23,3.81,4,1,M,Indonesia
Housing and Transportation,"10. ""I have to rely on public transportation to get around, but the bus schedule is so sporadic that I'm constantly running late for classes and appointments. It's really frustrating and stressful.""",20,1.28,2,1,F,Yemen
Internship Opportunities,The career office does not help students who receive poor internship evaluations.,19,2.67,4,1,F,Nigeria
Athletics and sports,There is no mentorship program connecting junior and senior student athletes.,25,0.86,4,1,M,Egypt
Housing and Transportation,The stapler at the reception desk is always running out of pins. It would be great if the maintenance staff could keep a small box of staples nearby so students don't have to keep asking around.,21,3.69,3,1,F,Malaysia
Athletics and sports,The gym mirrors are cracked and have not been replaced in months.,26,3.26,1,1,M,Malaysia
Food and Cantines,Cafeteria staff are consistently rude and dismissive when students complain.,18,0.9,1,1,M,India
Online learning,Zoom links for online classes are frequently broken or shared incorrectly.,20,3.06,5,1,M,India
Student Activities,The activities calendar on the student portal is never kept up to date.,17,2.11,4,1,M,Jordan
Health and Well-being Support,The health clinic does not stock even the most basic over-the-counter medications.,25,1.57,5,1,M,Jordan
Health and Well-being Support,I'm struggling to pay for my medical expenses on top of my tuition and other bills.,24,3.18,4,1,M,France
International student experiences,International student societies lack adequate funding to run meaningful events.,21,2.58,3,1,F,Egypt
Student Affairs,I’d like to suggest that the administration office stays open until 6:00 PM on Wednesdays. Many of us have labs all day and can never make it before you close at 4:30 PM.,27,3.38,4,1,M,Pakistan
Student Activities,Club funding applications are rejected without any written explanation provided.,26,3.07,1,1,F,Saudi Arabia
Student Affairs,I witnessed a staff member at the front desk being extremely dismissive and rude to a student who was struggling with a language barrier. It was very unprofessional and didn't reflect well on our campus values.,21,3.65,2,1,M,Saudi Arabia
Student Activities,There are no creative arts performance spaces available for student club events.,19,0.95,5,1,F,Egypt
Food and Cantines,The outdoor food court has no shade and students must eat in direct sunlight.,23,3.06,5,1,F,Egypt
Housing and Transportation,Campus street lighting near student housing is inadequate and unsafe at night.,22,0.97,1,1,F,Egypt
Online learning,Discussion forums on the e-learning platform are never monitored by instructors.,25,1.94,3,1,F,Saudi Arabia
Health and Well-being Support,Mental health support groups are not available in languages other than English.,24,2.3,3,1,F,Bangladesh
Student Affairs,There is no independent ombudsman to handle disputes that cannot be resolved.,23,0.31,5,1,M,Malaysia
Food and Cantines,"34. ""The cantine should offer more options for people who are vegan.""",19,4.14,3,1,F,Indonesia
Financial Support,The ATM inside the campus swallowed my card while I was trying to withdraw fee money. The bank branch says they need an official letter from the University Finance Head to release the machine logs and give me my card back. I need this today as all my funds are tied to that account.,23,3.06,5,1,M,Saudi Arabia
Health and Well-being Support,There is no ergonomics or posture guidance despite students sitting for hours daily.,16,2.02,2,1,F,Pakistan
Athletics and sports, The university needs to do more to ensure Title IX compliance and make sure all sports programs are treated fairly.,25,1.51,4,1,F,Soudan
Housing and Transportation,"19. ""I've had to miss class several times because of transportation issues, and it's really hurt my grades and my overall academic performance.""",27,2.35,3,1,F,South Africa
Health and Well-being Support,Students with pre-existing conditions are given no priority in health services.,16,3.42,1,1,M,Saudi Arabia
Housing and Transportation,The door to the terrace makes a loud squeaking sound. It's a bit annoying for the students living in the rooms right next to the stairs. A little bit of oil on the hinges should solve it easily.,17,3.23,3,1,M,Turkey
Student Activities,Student club rooms are double-booked constantly with no resolution process.,19,2.56,4,1,F,Egypt
Health and Well-being Support,Students with ADHD receive insufficient support or extended time in examinations.,17,2.44,3,1,M,Egypt
Online learning,The online grading system only shows a final score with no breakdown of marks.,25,0.74,2,1,F,Saudi Arabia
Food and Cantines,"25. ""The cantine should offer more options for people with food allergies.""",20,3.63,5,1,F,Indonesia
Academic Support and Resources,The library printing queue takes so long that students miss their deadlines.,23,3.84,1,1,M,Indonesia
Internship Opportunities,There are no resources for students applying to government or public service careers.,25,2.55,5,1,M,Bangladesh
Housing and Transportation,Long-term students are given no priority over first-years in room allocation.,21,2.31,4,1,F,Indonesia
Internship Opportunities,Students from non-business disciplines receive very little career guidance at all.,27,1.86,5,1,M,Bangladesh
Financial Support,Fee payment confirmation takes several days to appear.,22,1.32,1,1,F,Indonesia
Food and Cantines,The dining area near the science block has no seating for students at all.,28,3.25,3,1,M,Jordan
Student Affairs,The university administration rarely communicates important policy changes to students.,22,1.21,1,1,M,India
International student experiences,The university offers no local cultural orientation for newly arrived students.,16,1.06,3,1,F,Bangladesh
Financial Support,The ATM on campus has been 'Out of Cash' for three consecutive days. This is the only way for many of us to pay for small expenses and some of the smaller lab fees that are cash-only. Can the finance department coordinate with the bank to ensure it's refilled?,28,2.16,3,1,F,Pakistan
Academic Support and Resources,Limited access to academic resources is creating a disadvantage for me compared to other students who have greater access.,16,2.99,1,1,F,Egypt
Health and Well-being Support,Students with pre-existing conditions are given no priority in health services.,16,3.74,1,1,F,Saudi Arabia
Athletics and sports,The university cancelled the inter-faculty sports league without explanation.,18,2.22,1,1,M,Saudi Arabia
Student Affairs,"I lost my prescription glasses near the track field. They are in a red case. If they’ve been found, please let me know as I literally can't see my lectures without them.",22,0.32,5,1,F,Saudi Arabia
Academic Support and Resources,The course coordinator for 'Human Values' is not responding to emails regarding the group project. We have a question about the case study but haven't received a reply in five days. We need guidance before we proceed with the final report.,24,3.8,3,1,M,Malaysia
Academic Support and Resources,The library WiFi is slower than the rest of campus and drops frequently.,18,2.36,1,1,F,Jordan
Health and Well-being Support,The wellness app promoted by the university requires an expensive paid subscription.,25,1.14,2,1,M,Jordan
Student Affairs,There is no independent ombudsman to handle disputes that cannot be resolved.,26,0.59,2,1,F,Egypt
Internship Opportunities,I applied for a university-advertised internship and never received any response.,21,1.35,2,1,F,Malaysia
Health and Well-being Support,The health clinic appointment booking system is confusing and hard to navigate.,19,3.46,1,1,M,Indonesia
Internship Opportunities,I applied for a university-advertised internship and never received any response.,16,2.16,2,1,M,Pakistan
Athletics and sports,There is no mentorship program connecting junior and senior student athletes.,23,3.09,1,1,M,Jordan
Student Activities,Event approval from administration takes so long that opportunities are missed.,22,3.12,4,1,M,India
Academic Support and Resources,Wrong question paper distributed during the current minor exam. We are sitting in the hall for 'Theory of Computation' but the paper provided is for 'Compiler Design'. The invigilator is not allowing us to leave or talk. This is wasting our limited time and causing immense stress. Someone from the academics cell needs to bring the correct papers now.,21,0.56,1,1,M,Jordan
Athletics and sports," I've noticed a clear gender inequality within the sports program, and it's time for the university to take action.",25,0.27,4,1,F,Soudan
Financial Support,"The 'Help' icon on the payment portal is broken. When you click it, nothing happens. It would be good if it linked to a support email for students facing technical issues during payment.",17,2.59,2,1,M,Nigeria
Health and Well-being Support,Students who disclose mental health challenges face delays getting any practical help.,21,2.44,2,1,M,Nigeria
Academic Support and Resources,"I'm finding it hard to keep up with the academic workload, especially since the course material is challenging. Balancing work and academic responsibilities is tough, and there are often time conflicts with other commitments. I'm not getting enough sleep, and it's starting to affect my mental health. The stress and anxiety are overwhelming.",18,1.15,1,1,F,Soudan
Athletics and sports,The gym has no air conditioning and becomes unbearably hot in the afternoon.,27,2.07,3,1,F,Indonesia
Food and Cantines,The canteen loyalty card system keeps losing students' accumulated points.,27,0.32,1,1,M,Pakistan
Food and Cantines,Portion sizes at the canteen have become noticeably smaller while prices rose.,28,1.34,3,1,M,Bangladesh
Academic Support and Resources,The chairs in the 'Communication Lab' are a bit squeaky. It’s a minor distraction during presentations when everyone is moving around. A bit of oiling on the chair bases would probably fix the issue.,25,2.01,2,1,F,Egypt
International student experiences,The university does not facilitate connections between students from the same country.,23,2.36,4,1,M,Egypt
Health and Well-being Support,I waited three weeks for a counseling appointment during a mental health crisis.,27,2.12,1,1,M,Indonesia
Student Affairs," ""I've had to jump through so many hoops just to get my student certificates. The student affairs office needs to simplify their processes and make it easier for students to get what they need.""",25,1.04,2,1,M,Mexico
Student Affairs,There is a lot of broken glass in the sand at the campus volleyball court. It’s very dangerous for people playing barefoot. Can it be cleaned up?,23,0.33,3,1,M,Saudi Arabia
Student Affairs,The student council does not represent the interests of minority student groups.,22,2.02,5,1,F,Bangladesh
Athletics and sports,The gym has no proper ventilation and the smell is overwhelming on busy days.,26,2.58,5,1,F,Pakistan
Housing and Transportation,The campus has no safe drop-off zone for students using rideshare apps.,21,0.91,2,1,M,Saudi Arabia
Athletics and sports,Gym membership fees for students are far too expensive for those on a budget.,21,1.06,4,1,F,Bangladesh
Health and Well-being Support,The campus health clinic has no doctor available on weekends when I need it most.,19,1.41,5,1,F,Turkey
Online learning,The online exam system timed out during my test and I lost all my answers.,24,0.71,5,1,M,Turkey
Academic Support and Resources,My lecturer cancelled three classes in a row without any makeup session offered.,18,2.06,1,1,M,Indonesia
Internship Opportunities,Career mentoring is only available during office hours when students are in class.,21,1.43,1,1,M,Saudi Arabia
Food and Cantines,"38. ""The pizza in the cafeteria is always undercooked and soggy.""",22,4.56,2,1,F,Indonesia
Housing and Transportation,The bus driver was speeding in a school zone near the campus daycare. There were kids everywhere and he was going at least 40 in a 20 zone.,16,1.98,3,1,F,Saudi Arabia
Student Affairs,"Someone is consistently stealing packages from the mailroom area. My textbook was delivered yesterday but when I went to pick it up, the box was gone. Many others are complaining too.",26,2.1,5,1,F,Saudi Arabia
Internship Opportunities,Graduate school application support is not offered despite many students needing it.,17,2.19,1,1,F,Indonesia
Health and Well-being Support,Students are not screened for mental health issues when they first enroll.,25,3.83,2,1,F,Bangladesh
Financial Support,"Major error in the fee structure for International Students. The portal is calculating my dues in USD but using a conversion rate from five years ago, making it 20% higher than the current market rate. I have to pay by tonight to avoid de-enrollment. Please update the exchange rate logic for the payment gateway.",19,2.29,2,1,F,Egypt
Athletics and sports,The swimming pool gender-segregation schedule disrupts regular training sessions.,18,0.72,5,1,M,India
Health and Well-being Support,The health clinic appointment booking system is confusing and hard to navigate.,23,3.33,3,1,M,Pakistan
Academic Support and Resources,The library does not have enough power outlets for students to charge their devices.,24,3.13,5,1,F,Nigeria
Online learning,There is no technical support available during online exams when problems arise.,28,3.58,1,1,F,Pakistan
Housing and Transportation,Motorcycle parking area is overcrowded.,20,3.87,2,1,M,Bangladesh
Student Affairs,Student complaints filed online are regularly lost in the system with no follow-up.,25,2.25,4,1,M,Turkey
Online learning,Pre-recorded lectures are too long and have no interactive elements at all.,20,2.43,1,1,M,Bangladesh
Student Activities,"14. ""I love attending film screenings and discussions on campus. It's a great way to engage with the arts and see films that I might not have discovered on my own.""",25,2.16,1,1,F,Indonesia
Student Affairs,I’d like to suggest putting more mirrors in the corners of the parking garage stairwells. It’s very hard to see if someone is coming around the bend and it feels a bit sketchy at night.,21,1.52,4,1,M,India
Academic Support and Resources,I cannot renew my library books online because the system is always down.,19,1.25,1,1,F,Malaysia
Online learning, The lack of in-person feedback and interaction with my professors made it hard to improve my skills and knowledge.,25,2.57,1,1,M,Mexico
Food and Cantines,The canteen does not cater for students with specific dietary requirements.,16,2.08,3,1,F,India
Housing and Transportation,"The 'Library' sign in the East Wing has a slightly loose bracket. It’s not in danger of falling yet, but it rattles a bit when the AC kicks in. Tightening the two screws on the side would make it perfectly stable again.",24,1.84,1,1,F,Jordan
Food and Cantines,There are no vegetarian or vegan options at any of the campus food outlets.,17,0.87,4,1,F,Nigeria
Health and Well-being Support,There are no mindfulness sessions available during the high-stress exam period.,20,2.53,3,1,F,India
Academic Support and Resources,The library inter-loan service takes over three weeks to deliver requested books.,20,3.92,1,1,M,Saudi Arabia
Housing and Transportation,The ceiling fan in the common room is a bit dusty. It's blowing a lot of dust around when it's turned on. It just needs a quick wipe-down by the cleaning staff during their next round.,22,3.04,2,1,M,Bangladesh
Financial Support,The student finance website contains outdated and incorrect information.,18,0.81,5,1,M,Pakistan
Athletics and sports," I wish the athletic eligibility requirements were more flexible, as they make it difficult for me to balance sports and academics.",21,1.35,3,1,F,Soudan
Student Affairs,There is no anonymous reporting channel for academic misconduct or harassment.,25,1.56,4,1,F,India
Health and Well-being Support,There is no quiet zone for students who experience sensory overload on campus.,17,1.75,2,1,F,Malaysia
Internship Opportunities,The career center canceled a scheduled employer visit without informing students.,18,0.74,4,1,M,Egypt
Housing and Transportation,The channel list on the common room TV is missing a few sports networks. We were hoping to watch the upcoming tournament but those channels aren't subscribed. Is it possible to add them to our package?,24,2.23,1,1,M,Turkey
Academic Support and Resources,Inadequate Charging ports in library /reading room. Kindly verify and take action.,23,2.24,1,1,F,Nigeria
Online learning,There is no proper wifi in campus. We should be provided with a working campus wifi,19,3.78,1,1,M,Nigeria
Athletics and sports,There are no indoor sports facilities on rainy days for outdoor sports teams.,22,1.36,4,1,F,Egypt
Housing and Transportation,The hallway lights on the 3rd floor of Block G have been dead for three days. It is pitch black at night and we have to use our phone torches to find our room keys. It’s a safety issue for the students. Please replace the tube lights or check the starter.,19,2.69,1,1,M,Saudi Arabia
International student experiences,International students struggle to understand local grading systems without guidance.,23,3.12,3,1,F,Malaysia
Health and Well-being Support,Counseling sessions are too short to provide meaningful ongoing support.,18,2.72,1,1,F,Saudi Arabia
Housing and Transportation,"1. ""I'm really struggling to find affordable housing close to campus. Everything seems to be way out of my budget, and it's frustrating to feel like I have to compromise on the quality of my living situation just to be able to afford rent.""",16,0.41,4,1,F,Yemen
Online learning,I cannot download my own submitted assignments from the portal to keep records.,19,3.29,5,1,M,India
Student Activities,There are no creative arts performance spaces available for student club events.,25,2.5,2,1,F,Saudi Arabia
Financial Support,"Scholarship disbursement missing for the final semester. My name was on the approved list for the merit-cum-means grant, but the funds haven't hit my bank account. Today is the last date to clear all dues to be eligible for the placement drive starting tomorrow morning. If my balance isn't cleared by 5 PM, I will be blocked from the interview. Please check the disbursement status urgently.",16,3.22,4,1,F,Pakistan
Health and Well-being Support,Students with ADHD receive insufficient support or extended time in exams.,16,2.29,1,1,M,India
Financial Support, I'm barely able to afford food and other basic necessities on top of tuition and fees.,25,1.13,3,1,F,Egypt
Housing and Transportation,Can we have a bike pump available at the security desk? Many of us cycle to class and it's a hassle to go to the main gate every time we need to check the tire pressure. A basic hand pump would be enough.,28,0.31,3,1,F,Bangladesh
Academic Support and Resources,There are no supplementary classes for students struggling with core subjects.,18,1.57,5,1,M,Malaysia
Food and Cantines,There are no healthy snack or fruit options available at any campus outlet.,23,0.76,4,1,M,Indonesia
Food and Cantines,The campus vending machines are always empty and rarely restocked.,16,3.29,5,1,M,Nigeria
International student experiences,International students struggle to understand local grading systems without guidance.,23,3.75,1,1,M,Turkey
Food and Cantines,There is no nutritional information displayed for any items at the cafeteria.,22,3.08,5,1,F,India
International student experiences,The buddy system for international students is poorly organized and rarely works.,24,3.96,4,1,F,Malaysia
Housing and Transportation,Washrooms on the third floor lack proper cleaning.,24,3.95,2,1,F,Nigeria
International student experiences,International student societies lack adequate funding for meaningful cultural events.,24,1.17,3,1,M,Saudi Arabia
Academic Support and Resources,Feedback for the first assignment was never provided. We have already submitted the second assignment without knowing what we did wrong in the first one. This defeats the purpose of continuous evaluation. Please ask the TA to release the comments and marks as soon as possible.,24,3.1,3,1,M,Nigeria
Student Affairs,I am trapped in the elevator in the Engineering block. The emergency button isn't working and it’s starting to get really hot in here. I’ve been stuck for 20 minutes and I'm starting to panic.,20,2.52,4,1,F,Pakistan
Internship Opportunities,The career center website is outdated and many resource links are broken.,17,3.73,1,1,M,Bangladesh
Internship Opportunities,The university career fair only runs once a year which is not enough.,21,2.54,4,1,M,Bangladesh
Student Activities,There is no annual student culture week to celebrate the campus diversity.,25,2.93,1,1,M,Jordan
Athletics and sports,Sports equipment available for borrowing is almost always damaged or missing.,23,1.01,4,1,M,Bangladesh
Internship Opportunities,I'm finding it difficult to secure a job due to the limited number of available opportunities in my field of study.,18,2.56,5,1,F,Egypt
International student experiences,Online university services for international students are inaccessible from some countries.,27,3.67,3,1,M,Pakistan
Athletics and sports,The gym is severely overcrowded during peak hours with not enough machines.,20,2.91,1,1,F,India
Student Affairs," ""The student affairs office needs to invest in better technology and systems for managing certificates. It's 2023, and we shouldn't still be dealing with paper forms and long wait times.""",18,1.57,4,1,M,Mexico
Health and Well-being Support,Students who disclose mental health challenges face delays getting any practical help.,16,3.97,4,1,F,Malaysia
Housing and Transportation,Can we get some posters on the bus about basic etiquette? Like letting people off before boarding and not playing music without headphones.,20,1.55,5,1,M,Egypt
Health and Well-being Support,The mental health chatbot gives generic responses that do not help at all.,25,1.38,4,1,F,Saudi Arabia
Internship Opportunities,The process for getting an internship approved for academic credit is overly complex.,18,1.78,3,1,M,Malaysia
Athletics and sports,The gym does not have enough free weights and students wait a very long time.,26,1.42,1,1,M,India
Food and Cantines,"14. ""The meal plan options are too limited. It would be great if the university could offer more flexible options for students who don't eat on campus every day.""",21,2.36,4,1,M,Indonesia
Housing and Transportation,The shuttle driver was using his phone to watch videos while driving the highway stretch between campuses. He was barely looking at the road and drifting between lanes. I felt completely unsafe and had to get off early.,21,1.77,1,1,M,India
Online learning,The e-learning platform logs students out every 15 minutes during assessments.,22,3.26,2,1,F,Egypt
International student experiences,I received my student ID three weeks after arrival blocking access to all services.,26,0.41,5,1,M,Nigeria
Financial Support,Late payment penalties are applied even when the delay was caused by the system.,27,0.62,1,1,F,Jordan
Athletics and sports," I believe that the university should provide more scholarships and financial support for student-athletes, especially those from underprivileged backgrounds.",17,1.08,1,1,F,Soudan
Online learning,I cannot download my own submitted assignments from the portal to keep records.,24,1.72,4,1,F,Egypt
Health and Well-being Support,The wellness app promoted by the university requires a paid subscription.,19,1.59,2,1,M,Egypt
Financial Support,Request for a formal letter from the finance office for an external scholarship. The NGO providing my funding needs a letter on university letterhead stating my total annual expenses. I have the format ready. When can I pick this up?,16,1.82,2,1,F,Indonesia
Internship Opportunities,There are no mock interview sessions offered to help students prepare for jobs.,27,3.51,5,1,F,Saudi Arabia
Athletics and sports,The sports booking app crashes constantly and loses reservations without warning.,25,1.67,4,1,F,Jordan
Housing and Transportation,"One of the tiles in the shower area has a small chip. It’s not sharp enough to cut anyone, but it’s a bit of an eyesore. Filling it with a bit of white grout would make the floor look perfect again.",27,1.43,2,1,F,Turkey
Health and Well-being Support,There are no mindfulness sessions available during the high-stress exam period.,23,3.99,1,1,F,Nigeria
Student Activities,There are no virtual event options for students who cannot attend in person.,27,1.63,1,1,F,Pakistan
International student experiences,"7. ""It would be great if the university could organize more events that celebrate cultural diversity and promote inclusivity.""",16,2.49,2,1,F,France
Student Affairs,There is no safe space or dedicated resources available for LGBTQ+ students.,22,0.39,3,1,F,Bangladesh
Financial Support,Financial support is only available to full-time students excluding part-timers.,18,1.43,3,1,M,Nigeria
Financial Support,There is no book or equipment lending program for students who cannot afford them.,28,1.27,1,1,F,Egypt
Health and Well-being Support,Mental health awareness events are held but no follow-up resources are provided.,20,2.07,1,1,M,Turkey
Student Activities,There are no outdoor adventure trips organized by the university this year.,22,2.13,1,1,M,Egypt
International student experiences,The visa extension process through the university administration is very confusing.,21,2.83,1,1,M,Saudi Arabia
Student Activities,Club elections are poorly regulated and prone to conflicts without proper oversight.,26,1.33,2,1,M,Malaysia
Athletics and sports,Student athletes returning from injury have no rehabilitation support on campus.,25,1.81,1,1,F,Pakistan
Housing and Transportation,"The blinds in the computer lab have a small cord that is fraying. They still work fine for now, but the cord might snap in a few months. It would be good to replace it before it becomes a real problem.",18,1.42,4,1,F,Indonesia
Athletics and sports,The gym has no air conditioning and becomes unbearably hot in the afternoon.,26,1.79,4,1,F,India
International student experiences,The university does not provide an international student welcome information pack.,22,0.53,1,1,M,Saudi Arabia
Financial Support,The bursary requires so many documents it takes months just to apply.,18,3.72,1,1,M,Jordan
Housing and Transportation,Elevator capacity is insufficient during class change time.,17,1.46,4,1,F,Saudi Arabia
Housing and Transportation,Stairwell railing is loose between the 3rd and 4th floors. The metal pipe wobbles when you hold it for support. This is a safety concern for anyone carrying heavy books or laundry. Please tighten the wall brackets.,17,0.73,4,1,M,Jordan
Food and Cantines,"1. ""I am disappointed with the food options available on campus. There are not enough healthy options, and the quality of the food is subpar.""",21,1.54,2,1,M,Indonesia
Internship Opportunities,The internship database only lists opportunities from a handful of same companies.,17,0.9,4,1,M,India
Health and Well-being Support,Students with anxiety receive no special accommodation during oral presentations.,18,3.84,1,1,M,Egypt
Health and Well-being Support,The campus smoking area is right next to the main entrance exposing everyone to smoke.,18,1.21,2,1,F,Pakistan
Housing and Transportation,Electrical sockets in the library are damaged.,18,2.17,1,1,M,Nigeria
Internship Opportunities,There are no resources for students wanting to work in careers outside the country.,24,3.47,1,1,F,Nigeria
Online learning,Online peer review assignments are poorly structured with no useful guidance.,22,3.09,3,1,F,Pakistan
Internship Opportunities,Students are never taught salary negotiation skills or how to read a contract.,20,3.48,4,1,F,Malaysia
Student Affairs,Student representatives on the board have no real decision-making power at all.,16,1.18,3,1,M,Egypt
Academic Support and Resources,Limited access to technology and software is a major issue. It's hindering our ability to complete assignments and keep up with the demands of our courses.,27,0.52,2,1,M,Egypt
Academic Support and Resources,We would benefit from more research facilities in our university and also we would benefit from more experienced professors.,21,2.19,5,1,F,Egypt
Student Affairs," ""I've had to miss multiple classes just to go to the student affairs office and follow up on my certificate requests. This is unacceptable and needs to change.""",16,2.54,2,1,M,Mexico
Online learning,hello my Z drive is gone today. it was there yesterday. i need my files for the 10am meeting please fix this ASAP. i restarted twice and still nothing.,19,3.37,1,1,F,Saudi Arabia
Housing and Transportation,There is no 24-hour security presence in student dormitory buildings.,17,3.54,2,1,M,Saudi Arabia
Health and Well-being Support,The university does not conduct any annual student wellbeing surveys.,23,3.4,3,1,M,Saudi Arabia
Student Activities,There is no annual student culture week to celebrate campus diversity.,24,1.98,4,1,F,Bangladesh
Internship Opportunities,The career office does not help students who receive poor internship evaluations.,23,0.93,5,1,F,Turkey
Academic Support and Resources,The library does not stock enough academic journals in my field of study.,22,3.6,2,1,F,Malaysia
Academic Support and Resources,The exam timetable was released less than two weeks before exams started.,19,1.41,4,1,M,Bangladesh
Student Affairs,Student union elections are very poorly organized and inadequately advertised.,21,1.2,3,1,M,Pakistan
Athletics and sports,Sports club social media is managed poorly and events are always advertised too late.,24,1.11,3,1,M,Turkey
Health and Well-being Support,The university does not partner with community health services for student access.,26,1.97,4,1,M,Pakistan
Student Activities,"9. ""I'm interested in exploring the arts and cultural scene in the city, but I'm not sure where to start. It would be great if the university offered more organized trips and events to museums, galleries, and theaters, so that I could discover new things and learn from other students.""",19,0.94,5,1,F,Yemen
International student experiences,There is no translation assistance available for important administrative documents.,22,1.72,2,1,F,Egypt
Athletics and sports,The university discontinued the annual sports day without consulting students.,27,2.64,5,1,F,Pakistan
Academic Support and Resources,CSE Dept doesnt have qualified teachers. Please look into it.,18,2.63,2,1,F,Bangladesh
